*SURE-Pulse File3*
Sample Type				:Tension Rect
Sample Name				:20141211-EXP-004-12INCH-185PSI-100.53FPS
In English				:TRUE
Date     				:12/11/2014
File path saved           ¥C:\Users\CameraLaptop\Dropbox\EXPONENT\S004\20141211-EXP-004-12INCH-185PSI-100.53FPS.txt
€SAMPLE/SHOT INFO

Sample Length(in)			:0.25
Sample Height(in)			:0.234
Sample Width(in)			:0.122
Sample Density(lb/in^3)			:0.298
Sample Youngs Modulus (psi*10^6)	:28
Sample Heat Capacity (BTU/(lb*F))	:0.2
Striker Bar Length(in) 			:24
Striker Bar Diameter(in)		:0.75
Striker Bar Speed(ft/s)			:33.38
Striker Bar Density(lb/in^3)			:0.298
Sample Notes 
¥¥
€BAR SETUP/MODULUS CALIBRATION
Bar Setup/Modulus Calibration name	:Exponent
Distance to Incident Strain Gauge(in)	:36
Voltage Calibrated of Incident Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Incident Gauge*10^3	:59.94
Gauge Factor of Incident Gauge		:2.15
Gauge Resistance of Incident Gauge	:120
Incident Bar Diameter(in)			:0.75
Incident Bar Density(lb/in^3)			:0.298

Distance to Transmission Strain Gauge(in):36
Voltage Calibrated of Transmission Bar	:2
Length of Incident Strain Gauge(in)	:0.25
Resistance of 1000 micro Strain
Calibration of Transmission Gauge*10^3:59.94
Gauge Factor of Transmission Gauge	:2
Gauge Resistance of Transmission Gauge	:120
Transmission Bar Diameter(in)			:0.75
Transmission Bar Density(lb/in^3)			:0.298

Name of Incident Calibration File	:Manually entered
Name of Transmission Calibration File	:Manually entered
Young's Modulus Incident(psi)		:28
Young's Modulus Transmission(psi)	:28
¥CAMERA PRESENT¥
Camera Frames Per Second	:500000
€PULSE SELECTION
PULSE NOT SELECTED

€DATA
Time(μs)   Incident Bar (V)    Transmission Bar(V)
1500.45134	-1.932609	0.5347332
1500.50134	-1.932609	0.5506043
1500.55134	-1.942376	0.5396166
1500.60134	-1.942376	0.5396166
1500.65134	-1.942376	0.5396166
1500.70134	-1.94848	0.5457209
1500.75134	-1.94848	0.5506043
1500.80134	-1.942376	0.5396166
1500.85134	-1.94848	0.5347332
1500.90134	-1.94848	0.5457209
1500.95134	-1.937492	0.5396166
1501.00134	-1.958247	0.5347332
1501.05134	-1.942376	0.5457209
1501.10134	-1.94848	0.5457209
1501.15134	-1.94848	0.5347332
1501.20134	-1.953363	0.5457209
1501.25134	-1.94848	0.5396166
1501.30134	-1.94848	0.5396166
1501.35134	-1.953363	0.5347332
1501.40134	-1.942376	0.5396166
1501.45134	-1.94848	0.5396166
1501.50134	-1.958247	0.5396166
1501.55134	-1.937492	0.5347332
1501.60134	-1.932609	0.5457209
1501.65134	-1.937492	0.5457209
1501.70134	-1.942376	0.5396166
1501.75134	-1.937492	0.5347332
1501.80134	-1.926505	0.5396166
1501.85134	-1.916738	0.528629
1501.90134	-1.921621	0.5237456
1501.95134	-1.916738	0.5347332
1502.00134	-1.90575	0.5347332
1502.05134	-1.90575	0.5396166
1502.10134	-1.90575	0.5188622
1502.15134	-1.900867	0.5396166
1502.20134	-1.911855	0.5237456
1502.25134	-1.889879	0.5188622
1502.30134	-1.895983	0.5237456
1502.35134	-1.884996	0.528629
1502.40134	-1.880112	0.5188622
1502.45134	-1.880112	0.5347332
1502.50134	-1.874008	0.528629
1502.55134	-1.874008	0.5237456
1502.60134	-1.880112	0.5237456
1502.65134	-1.880112	0.5347332
1502.70134	-1.864241	0.5237456
1502.75134	-1.864241	0.5237456
1502.80134	-1.864241	0.5347332
1502.85134	-1.858137	0.5237456
1502.90134	-1.858137	0.5237456
1502.95134	-1.853254	0.5457209
1503.00134	-1.84837	0.5237456
1503.05134	-1.837382	0.5188622
1503.10134	-1.842266	0.5127579
1503.15134	-1.842266	0.5237456
1503.20134	-1.842266	0.5188622
1503.25134	-1.837382	0.5188622
1503.30134	-1.821511	0.5347332
1503.35134	-1.826395	0.5188622
1503.40134	-1.816628	0.5188622
1503.45134	-1.80564	0.5237456
1503.50134	-1.810524	0.5078745
1503.55134	-1.810524	0.5078745
1503.60134	-1.816628	0.528629
1503.65134	-1.810524	0.5127579
1503.70134	-1.810524	0.5237456
1503.75134	-1.800757	0.5127579
1503.80134	-1.794653	0.5127579
1503.85134	-1.794653	0.5188622
1503.90134	-1.773898	0.5237456
1503.95134	-1.773898	0.5237456
1504.00134	-1.778782	0.528629
1504.05134	-1.778782	0.5237456
1504.10134	-1.773898	0.528629
1504.15134	-1.769015	0.5347332
1504.20134	-1.773898	0.5188622
1504.25134	-1.76291	0.5188622
1504.30134	-1.76291	0.5237456
1504.35134	-1.76291	0.5188622
1504.40134	-1.747039	0.5127579
1504.45134	-1.76291	0.5078745
1504.50134	-1.747039	0.5127579
1504.55134	-1.742156	0.5237456
1504.60134	-1.753144	0.5029911
1504.65134	-1.737273	0.5127579
1504.70134	-1.737273	0.5127579
1504.75134	-1.742156	0.5237456
1504.80134	-1.742156	0.5237456
1504.85134	-1.732389	0.5237456
1504.90134	-1.732389	0.5188622
1504.95134	-1.721402	0.5237456
1505.00134	-1.721402	0.5188622
1505.05134	-1.721402	0.5127579
1505.10134	-1.726285	0.5127579
1505.15134	-1.716518	0.5188622
1505.20134	-1.710414	0.5188622
1505.25134	-1.710414	0.5127579
1505.30134	-1.721402	0.5188622
1505.35134	-1.694543	0.5188622
1505.40134	-1.710414	0.5188622
1505.45134	-1.70553	0.5188622
1505.50134	-1.700647	0.5237456
1505.55134	-1.70553	0.5078745
1505.60134	-1.694543	0.4968868
1505.65134	-1.694543	0.5029911
1505.70134	-1.689659	0.5029911
1505.75134	-1.684776	0.4968868
1505.80134	-1.689659	0.5029911
1505.85134	-1.689659	0.4968868
1505.90134	-1.689659	0.5078745
1505.95134	-1.684776	0.4968868
1506.00134	-1.684776	0.5029911
1506.05134	-1.689659	0.4968868
1506.10134	-1.689659	0.5188622
1506.15134	-1.684776	0.4920034
1506.20134	-1.684776	0.4968868
1506.25134	-1.678672	0.4968868
1506.30134	-1.684776	0.5078745
1506.35134	-1.678672	0.4968868
1506.40134	-1.668905	0.4920034
1506.45134	-1.668905	0.4968868
1506.50134	-1.673788	0.5078745
1506.55134	-1.668905	0.5078745
1506.60134	-1.662801	0.5029911
1506.65134	-1.668905	0.5029911
1506.70134	-1.673788	0.5078745
1506.75134	-1.657917	0.4968868
1506.80134	-1.662801	0.5029911
1506.85134	-1.662801	0.4968868
1506.90134	-1.673788	0.4920034
1506.95134	-1.662801	0.48712
1507.00134	-1.678672	0.5029911
1507.05134	-1.678672	0.4968868
1507.10134	-1.668905	0.4968868
1507.15134	-1.668905	0.4968868
1507.20134	-1.678672	0.4920034
1507.25134	-1.684776	0.4920034
1507.30134	-1.678672	0.4968868
1507.35134	-1.684776	0.4920034
1507.40134	-1.689659	0.4920034
1507.45134	-1.689659	0.4920034
1507.50134	-1.689659	0.5029911
1507.55134	-1.689659	0.4920034
1507.60134	-1.700647	0.4920034
1507.65134	-1.684776	0.4920034
1507.70134	-1.689659	0.4968868
1507.75134	-1.694543	0.48712
1507.80134	-1.689659	0.5078745
1507.85134	-1.70553	0.4920034
1507.90134	-1.678672	0.4968868
1507.95134	-1.694543	0.4920034
1508.00134	-1.694543	0.4920034
1508.05134	-1.689659	0.48712
1508.10134	-1.689659	0.4810157
1508.15134	-1.694543	0.4968868
1508.20134	-1.694543	0.4920034
1508.25134	-1.694543	0.48712
1508.30134	-1.700647	0.5029911
1508.35134	-1.689659	0.4968868
1508.40134	-1.689659	0.48712
1508.45134	-1.689659	0.5029911
1508.50134	-1.684776	0.4920034
1508.55134	-1.70553	0.5029911
1508.60134	-1.689659	0.4968868
1508.65134	-1.689659	0.4920034
1508.70134	-1.689659	0.4920034
1508.75134	-1.700647	0.5029911
1508.80134	-1.700647	0.4920034
1508.85134	-1.689659	0.4968868
1508.90134	-1.694543	0.4920034
1508.95134	-1.689659	0.5029911
1509.00134	-1.694543	0.4920034
1509.05134	-1.70553	0.4968868
1509.10134	-1.700647	0.4920034
1509.15134	-1.694543	0.5029911
1509.20134	-1.710414	0.4968868
1509.25134	-1.700647	0.5029911
1509.30134	-1.700647	0.4920034
1509.35134	-1.700647	0.5029911
1509.40134	-1.700647	0.5029911
1509.45134	-1.70553	0.4968868
1509.50134	-1.70553	0.5029911
1509.55134	-1.700647	0.4968868
1509.60134	-1.700647	0.5029911
1509.65134	-1.70553	0.4968868
1509.70134	-1.70553	0.5078745
1509.75134	-1.710414	0.5078745
1509.80134	-1.694543	0.5078745
1509.85134	-1.716518	0.5127579
1509.90134	-1.710414	0.5029911
1509.95134	-1.700647	0.4968868
1510.00134	-1.710414	0.5029911
1510.05134	-1.70553	0.5078745
1510.10134	-1.70553	0.4968868
1510.15134	-1.70553	0.5078745
1510.20134	-1.694543	0.4968868
1510.25134	-1.70553	0.5078745
1510.30134	-1.70553	0.5029911
1510.35134	-1.70553	0.5127579
1510.40134	-1.700647	0.5188622
1510.45134	-1.70553	0.4968868
1510.50134	-1.700647	0.4968868
1510.55134	-1.700647	0.5127579
1510.60134	-1.694543	0.5078745
1510.65134	-1.694543	0.5078745
1510.70134	-1.694543	0.5127579
1510.75134	-1.689659	0.5078745
1510.80134	-1.684776	0.5078745
1510.85134	-1.700647	0.5078745
1510.90134	-1.70553	0.5029911
1510.95134	-1.700647	0.5078745
1511.00134	-1.700647	0.4968868
1511.05134	-1.689659	0.5029911
1511.10134	-1.700647	0.5127579
1511.15134	-1.694543	0.5029911
1511.20134	-1.70553	0.5188622
1511.25134	-1.694543	0.5188622
1511.30134	-1.694543	0.5078745
1511.35134	-1.710414	0.5029911
1511.40134	-1.710414	0.5127579
1511.45134	-1.694543	0.5127579
1511.50134	-1.689659	0.5029911
1511.55134	-1.70553	0.4968868
1511.60134	-1.716518	0.5188622
1511.65134	-1.716518	0.4968868
1511.70134	-1.70553	0.5078745
1511.75134	-1.721402	0.5029911
1511.80134	-1.710414	0.5078745
1511.85134	-1.710414	0.5237456
1511.90134	-1.70553	0.5188622
1511.95134	-1.700647	0.5029911
1512.00134	-1.70553	0.5078745
1512.05134	-1.710414	0.4968868
1512.10134	-1.710414	0.5127579
1512.15134	-1.700647	0.5078745
1512.20134	-1.710414	0.5188622
1512.25134	-1.694543	0.5127579
1512.30134	-1.70553	0.5029911
1512.35134	-1.710414	0.5127579
1512.40134	-1.716518	0.5127579
1512.45134	-1.721402	0.5078745
1512.50134	-1.70553	0.5078745
1512.55134	-1.726285	0.5078745
1512.60134	-1.732389	0.5127579
1512.65134	-1.721402	0.5029911
1512.70134	-1.721402	0.5078745
1512.75134	-1.716518	0.5029911
1512.80134	-1.726285	0.5078745
1512.85134	-1.726285	0.5029911
1512.90134	-1.732389	0.5078745
1512.95134	-1.732389	0.5127579
1513.00134	-1.747039	0.5078745
1513.05134	-1.732389	0.5029911
1513.10134	-1.737273	0.4968868
1513.15134	-1.747039	0.5078745
1513.20134	-1.753144	0.5029911
1513.25134	-1.747039	0.5237456
1513.30134	-1.753144	0.5078745
1513.35134	-1.747039	0.48712
1513.40134	-1.76291	0.4968868
1513.45134	-1.742156	0.5029911
1513.50134	-1.769015	0.5078745
1513.55134	-1.76291	0.5029911
1513.60134	-1.773898	0.4968868
1513.65134	-1.784886	0.4968868
1513.70134	-1.789769	0.5029911
1513.75134	-1.769015	0.5127579
1513.80134	-1.773898	0.5078745
1513.85134	-1.778782	0.4968868
1513.90134	-1.784886	0.5078745
1513.95134	-1.778782	0.5029911
1514.00134	-1.784886	0.4968868
1514.05134	-1.800757	0.5029911
1514.10134	-1.800757	0.4920034
1514.15134	-1.800757	0.4968868
1514.20134	-1.810524	0.4968868
1514.25134	-1.816628	0.4968868
1514.30134	-1.821511	0.4968868
1514.35134	-1.821511	0.48712
1514.40134	-1.816628	0.4810157
1514.45134	-1.837382	0.4968868
1514.50134	-1.832499	0.4968868
1514.55134	-1.842266	0.4810157
1514.60134	-1.84837	0.4761323
1514.65134	-1.84837	0.4761323
1514.70134	-1.84837	0.4920034
1514.75134	-1.858137	0.4810157
1514.80134	-1.853254	0.48712
1514.85134	-1.84837	0.5078745
1514.90134	-1.842266	0.4920034
1514.95134	-1.858137	0.4810157
1515.00134	-1.858137	0.4810157
1515.05134	-1.874008	0.48712
1515.10134	-1.858137	0.4920034
1515.15134	-1.869125	0.48712
1515.20134	-1.869125	0.4761323
1515.25134	-1.864241	0.4810157
1515.30134	-1.869125	0.4810157
1515.35134	-1.869125	0.4810157
1515.40134	-1.884996	0.4712489
1515.45134	-1.874008	0.4810157
1515.50134	-1.884996	0.4712489
1515.55134	-1.895983	0.4712489
1515.60134	-1.880112	0.4651447
1515.65134	-1.895983	0.4553778
1515.70134	-1.90575	0.4712489
1515.75134	-1.90575	0.4651447
1515.80134	-1.889879	0.4651447
1515.85134	-1.90575	0.4651447
1515.90134	-1.889879	0.4602613
1515.95134	-1.895983	0.4602613
1516.00134	-1.900867	0.4651447
1516.05134	-1.895983	0.4810157
1516.10134	-1.889879	0.4651447
1516.15134	-1.90575	0.4810157
1516.20134	-1.900867	0.4553778
1516.25134	-1.900867	0.4651447
1516.30134	-1.900867	0.4602613
1516.35134	-1.889879	0.4651447
1516.40134	-1.889879	0.4553778
1516.45134	-1.90575	0.4712489
1516.50134	-1.895983	0.4553778
1516.55134	-1.884996	0.4651447
1516.60134	-1.884996	0.4712489
1516.65134	-1.895983	0.4553778
1516.70134	-1.900867	0.4712489
1516.75134	-1.884996	0.4602613
1516.80134	-1.884996	0.4553778
1516.85134	-1.895983	0.4651447
1516.90134	-1.889879	0.4651447
1516.95134	-1.889879	0.4553778
1517.00134	-1.889879	0.4712489
1517.05134	-1.895983	0.4712489
1517.10134	-1.895983	0.4602613
1517.15134	-1.889879	0.4602613
1517.20134	-1.889879	0.4651447
1517.25134	-1.880112	0.4602613
1517.30134	-1.895983	0.4651447
1517.35134	-1.880112	0.4810157
1517.40134	-1.874008	0.4761323
1517.45134	-1.869125	0.4761323
1517.50134	-1.874008	0.4651447
1517.55134	-1.853254	0.4712489
1517.60134	-1.869125	0.4712489
1517.65134	-1.869125	0.4810157
1517.70134	-1.853254	0.4810157
1517.75134	-1.842266	0.48712
1517.80134	-1.832499	0.4810157
1517.85134	-1.84837	0.4651447
1517.90134	-1.842266	0.4810157
1517.95134	-1.837382	0.4810157
1518.00134	-1.826395	0.48712
1518.05134	-1.837382	0.4920034
1518.10134	-1.832499	0.4920034
1518.15134	-1.837382	0.48712
1518.20134	-1.826395	0.4920034
1518.25134	-1.826395	0.48712
1518.30134	-1.816628	0.4968868
1518.35134	-1.80564	0.48712
1518.40134	-1.810524	0.48712
1518.45134	-1.800757	0.4968868
1518.50134	-1.816628	0.4920034
1518.55134	-1.821511	0.48712
1518.60134	-1.80564	0.4920034
1518.65134	-1.800757	0.48712
1518.70134	-1.794653	0.4920034
1518.75134	-1.800757	0.5029911
1518.80134	-1.800757	0.4920034
1518.85134	-1.80564	0.4968868
1518.90134	-1.794653	0.4968868
1518.95134	-1.794653	0.4968868
1519.00134	-1.800757	0.5127579
1519.05134	-1.794653	0.5029911
1519.10134	-1.794653	0.5127579
1519.15134	-1.789769	0.4968868
1519.20134	-1.789769	0.4968868
1519.25134	-1.794653	0.5127579
1519.30134	-1.784886	0.5127579
1519.35134	-1.794653	0.5078745
1519.40134	-1.784886	0.5029911
1519.45134	-1.784886	0.5188622
1519.50134	-1.773898	0.4968868
1519.55134	-1.789769	0.4968868
1519.60134	-1.794653	0.5127579
1519.65134	-1.794653	0.5127579
1519.70134	-1.794653	0.5078745
1519.75134	-1.794653	0.5078745
1519.80134	-1.778782	0.5029911
1519.85134	-1.784886	0.5078745
1519.90134	-1.794653	0.5127579
1519.95134	-1.800757	0.4968868
1520.00134	-1.794653	0.5029911
1520.05134	-1.800757	0.5029911
1520.10134	-1.794653	0.5078745
1520.15134	-1.800757	0.4968868
1520.20134	-1.773898	0.4968868
1520.25134	-1.778782	0.5078745
1520.30134	-1.789769	0.5078745
1520.35134	-1.794653	0.5078745
1520.40134	-1.778782	0.4920034
1520.45134	-1.794653	0.5127579
1520.50134	-1.784886	0.5029911
1520.55134	-1.778782	0.5078745
1520.60134	-1.778782	0.4968868
1520.65134	-1.773898	0.4968868
1520.70134	-1.778782	0.5127579
1520.75134	-1.784886	0.5078745
1520.80134	-1.773898	0.5078745
1520.85134	-1.769015	0.5029911
1520.90134	-1.778782	0.5029911
1520.95134	-1.773898	0.5127579
1521.00134	-1.784886	0.5029911
1521.05134	-1.784886	0.5078745
1521.10134	-1.773898	0.4968868
1521.15134	-1.769015	0.5029911
1521.20134	-1.773898	0.5029911
1521.25134	-1.769015	0.4968868
1521.30134	-1.773898	0.5078745
1521.35134	-1.778782	0.4968868
1521.40134	-1.76291	0.5029911
1521.45134	-1.769015	0.5078745
1521.50134	-1.769015	0.48712
1521.55134	-1.769015	0.4920034
1521.60134	-1.753144	0.5029911
1521.65134	-1.758027	0.48712
1521.70134	-1.758027	0.4920034
1521.75134	-1.769015	0.4968868
1521.80134	-1.769015	0.4920034
1521.85134	-1.753144	0.48712
1521.90134	-1.758027	0.48712
1521.95134	-1.753144	0.48712
1522.00134	-1.758027	0.4920034
1522.05134	-1.758027	0.4810157
1522.10134	-1.758027	0.4968868
1522.15134	-1.753144	0.4920034
1522.20134	-1.747039	0.4920034
1522.25134	-1.737273	0.48712
1522.30134	-1.737273	0.4761323
1522.35134	-1.732389	0.4920034
1522.40134	-1.726285	0.48712
1522.45134	-1.732389	0.48712
1522.50134	-1.742156	0.4712489
1522.55134	-1.732389	0.4761323
1522.60134	-1.732389	0.4810157
1522.65134	-1.726285	0.4920034
1522.70134	-1.721402	0.4810157
1522.75134	-1.721402	0.4761323
1522.80134	-1.716518	0.4810157
1522.85134	-1.716518	0.4712489
1522.90134	-1.710414	0.4920034
1522.95134	-1.721402	0.4761323
1523.00134	-1.716518	0.4810157
1523.05134	-1.710414	0.4761323
1523.10134	-1.710414	0.4651447
1523.15134	-1.70553	0.4602613
1523.20134	-1.710414	0.4761323
1523.25134	-1.710414	0.4761323
1523.30134	-1.716518	0.4761323
1523.35134	-1.70553	0.4712489
1523.40134	-1.700647	0.4651447
1523.45134	-1.70553	0.4761323
1523.50134	-1.70553	0.4761323
1523.55134	-1.694543	0.4602613
1523.60134	-1.694543	0.4553778
1523.65134	-1.694543	0.4651447
1523.70134	-1.684776	0.4712489
1523.75134	-1.700647	0.4553778
1523.80134	-1.694543	0.4712489
1523.85134	-1.678672	0.4651447
1523.90134	-1.689659	0.4602613
1523.95134	-1.678672	0.4602613
1524.00134	-1.668905	0.4602613
1524.05134	-1.678672	0.4602613
1524.10134	-1.673788	0.4553778
1524.15134	-1.668905	0.4443902
1524.20134	-1.668905	0.4553778
1524.25134	-1.668905	0.4602613
1524.30134	-1.662801	0.4492736
1524.35134	-1.673788	0.4553778
1524.40134	-1.64693	0.4553778
1524.45134	-1.64693	0.4443902
1524.50134	-1.653034	0.4492736
1524.55134	-1.64693	0.4334025
1524.60134	-1.642046	0.4602613
1524.65134	-1.64693	0.4492736
1524.70134	-1.653034	0.4492736
1524.75134	-1.642046	0.4443902
1524.80134	-1.637163	0.4492736
1524.85134	-1.631058	0.4443902
1524.90134	-1.637163	0.4492736
1524.95134	-1.626175	0.4443902
1525.00134	-1.631058	0.4492736
1525.05134	-1.626175	0.4553778
1525.10134	-1.621292	0.4395068
1525.15134	-1.621292	0.4443902
1525.20134	-1.610304	0.4492736
1525.25134	-1.621292	0.4395068
1525.30134	-1.610304	0.4334025
1525.35134	-1.610304	0.4395068
1525.40134	-1.610304	0.4443902
1525.45134	-1.594433	0.4443902
1525.50134	-1.58955	0.4443902
1525.55134	-1.583445	0.4334025
1525.60134	-1.58955	0.4443902
1525.65134	-1.583445	0.4395068
1525.70134	-1.578562	0.4334025
1525.75134	-1.568795	0.4492736
1525.80134	-1.573678	0.4395068
1525.85134	-1.573678	0.4395068
1525.90134	-1.568795	0.4395068
1525.95134	-1.557807	0.4334025
1526.00134	-1.54682	0.4285191
1526.05134	-1.54682	0.4395068
1526.10134	-1.541936	0.4443902
1526.15134	-1.521182	0.4334025
1526.20134	-1.526065	0.4443902
1526.25134	-1.537053	0.4395068
1526.30134	-1.530949	0.4334025
1526.35134	-1.526065	0.4334025
1526.40134	-1.521182	0.4443902
1526.45134	-1.521182	0.4334025
1526.50134	-1.521182	0.4175314
1526.55134	-1.521182	0.4443902
1526.60134	-1.515077	0.4395068
1526.65134	-1.510194	0.4443902
1526.70134	-1.515077	0.4443902
1526.75134	-1.499206	0.4492736
1526.80134	-1.499206	0.4395068
1526.85134	-1.510194	0.4395068
1526.90134	-1.505311	0.4395068
1526.95134	-1.478452	0.4443902
1527.00134	-1.483335	0.4443902
1527.05134	-1.478452	0.4443902
1527.10134	-1.478452	0.4395068
1527.15134	-1.467464	0.4334025
1527.20134	-1.473569	0.4395068
1527.25134	-1.478452	0.4492736
1527.30134	-1.467464	0.4443902
1527.35134	-1.457698	0.4395068
1527.40134	-1.457698	0.4492736
1527.45134	-1.451593	0.4553778
1527.50134	-1.457698	0.4443902
1527.55134	-1.451593	0.4492736
1527.60134	-1.462581	0.4492736
1527.65134	-1.451593	0.4492736
1527.70134	-1.457698	0.4553778
1527.75134	-1.457698	0.4395068
1527.80134	-1.451593	0.4443902
1527.85134	-1.457698	0.4443902
1527.90134	-1.451593	0.4395068
1527.95134	-1.457698	0.4553778
1528.00134	-1.467464	0.4602613
1528.05134	-1.457698	0.4553778
1528.10134	-1.451593	0.4553778
1528.15134	-1.441826	0.4553778
1528.20134	-1.457698	0.4651447
1528.25134	-1.435722	0.4492736
1528.30134	-1.435722	0.4492736
1528.35134	-1.419851	0.4602613
1528.40134	-1.430839	0.4602613
1528.45134	-1.435722	0.4553778
1528.50134	-1.430839	0.4651447
1528.55134	-1.441826	0.4602613
1528.60134	-1.419851	0.4602613
1528.65134	-1.410084	0.4712489
1528.70134	-1.414968	0.4553778
1528.75134	-1.410084	0.4553778
1528.80134	-1.40398	0.4651447
1528.85134	-1.40398	0.4553778
1528.90134	-1.40398	0.4602613
1528.95134	-1.40398	0.4651447
1529.00134	-1.40398	0.4712489
1529.05134	-1.394213	0.4761323
1529.10134	-1.399097	0.4651447
1529.15134	-1.394213	0.4651447
1529.20134	-1.38933	0.4553778
1529.25134	-1.399097	0.4712489
1529.30134	-1.383225	0.4761323
1529.35134	-1.378342	0.4651447
1529.40134	-1.378342	0.4761323
1529.45134	-1.378342	0.4602613
1529.50134	-1.378342	0.4810157
1529.55134	-1.373459	0.4651447
1529.60134	-1.373459	0.4712489
1529.65134	-1.373459	0.4761323
1529.70134	-1.373459	0.4712489
1529.75134	-1.373459	0.4810157
1529.80134	-1.367354	0.4712489
1529.85134	-1.362471	0.4761323
1529.90134	-1.367354	0.4761323
1529.95134	-1.351483	0.4712489
1530.00134	-1.357588	0.4651447
1530.05134	-1.351483	0.4810157
1530.10134	-1.362471	0.4810157
1530.15134	-1.351483	0.4761323
1530.20134	-1.3466	0.4761323
1530.25134	-1.3466	0.4651447
1530.30134	-1.341717	0.48712
1530.35134	-1.3466	0.4810157
1530.40134	-1.341717	0.48712
1530.45134	-1.351483	0.48712
1530.50134	-1.341717	0.48712
1530.55134	-1.341717	0.4761323
1530.60134	-1.357588	0.4920034
1530.65134	-1.341717	0.48712
1530.70134	-1.351483	0.4920034
1530.75134	-1.351483	0.4761323
1530.80134	-1.335612	0.4810157
1530.85134	-1.335612	0.4810157
1530.90134	-1.325845	0.4810157
1530.95134	-1.325845	0.4810157
1531.00134	-1.319741	0.4920034
1531.05134	-1.330729	0.4810157
1531.10134	-1.319741	0.4920034
1531.15134	-1.314858	0.4810157
1531.20134	-1.325845	0.48712
1531.25134	-1.309974	0.48712
1531.30134	-1.314858	0.4920034
1531.35134	-1.319741	0.48712
1531.40134	-1.314858	0.48712
1531.45134	-1.314858	0.4761323
1531.50134	-1.314858	0.4810157
1531.55134	-1.314858	0.48712
1531.60134	-1.30387	0.48712
1531.65134	-1.314858	0.4920034
1531.70134	-1.319741	0.4810157
1531.75134	-1.309974	0.4810157
1531.80134	-1.30387	0.4968868
1531.85134	-1.294103	0.48712
1531.90134	-1.309974	0.48712
1531.95134	-1.287999	0.4968868
1532.00134	-1.298987	0.4810157
1532.05134	-1.294103	0.4810157
1532.10134	-1.298987	0.4810157
1532.15134	-1.287999	0.4761323
1532.20134	-1.294103	0.4712489
1532.25134	-1.294103	0.48712
1532.30134	-1.287999	0.4761323
1532.35134	-1.278232	0.4761323
1532.40134	-1.283116	0.4761323
1532.45134	-1.287999	0.4761323
1532.50134	-1.272128	0.4761323
1532.55134	-1.262361	0.4810157
1532.60134	-1.262361	0.4761323
1532.65134	-1.272128	0.4810157
1532.70134	-1.262361	0.4810157
1532.75134	-1.256257	0.4810157
1532.80134	-1.262361	0.4712489
1532.85134	-1.256257	0.4810157
1532.90134	-1.251373	0.4712489
1532.95134	-1.24649	0.4712489
1533.00134	-1.24649	0.4761323
1533.05134	-1.24649	0.4761323
1533.10134	-1.235502	0.4761323
1533.15134	-1.235502	0.4712489
1533.20134	-1.235502	0.4761323
1533.25134	-1.235502	0.4651447
1533.30134	-1.235502	0.4761323
1533.35134	-1.230619	0.4553778
1533.40134	-1.224515	0.4651447
1533.45134	-1.24649	0.4712489
1533.50134	-1.219631	0.4553778
1533.55134	-1.230619	0.4712489
1533.60134	-1.230619	0.4602613
1533.65134	-1.230619	0.4602613
1533.70134	-1.224515	0.4602613
1533.75134	-1.230619	0.4712489
1533.80134	-1.224515	0.4651447
1533.85134	-1.224515	0.4553778
1533.90134	-1.219631	0.4602613
1533.95134	-1.209864	0.4602613
1534.00134	-1.219631	0.4651447
1534.05134	-1.20376	0.4492736
1534.10134	-1.209864	0.4443902
1534.15134	-1.219631	0.4553778
1534.20134	-1.209864	0.4553778
1534.25134	-1.214748	0.4492736
1534.30134	-1.20376	0.4443902
1534.35134	-1.20376	0.4443902
1534.40134	-1.219631	0.4443902
1534.45134	-1.20376	0.4395068
1534.50134	-1.198877	0.4492736
1534.55134	-1.20376	0.4334025
1534.60134	-1.209864	0.4492736
1534.65134	-1.209864	0.4395068
1534.70134	-1.198877	0.4334025
1534.75134	-1.214748	0.4395068
1534.80134	-1.209864	0.4334025
1534.85134	-1.214748	0.4334025
1534.90134	-1.209864	0.4285191
1534.95134	-1.219631	0.4334025
1535.00134	-1.219631	0.4334025
1535.05134	-1.209864	0.4175314
1535.10134	-1.214748	0.4236357
1535.15134	-1.219631	0.4285191
1535.20134	-1.214748	0.4236357
1535.25134	-1.224515	0.4285191
1535.30134	-1.219631	0.4285191
1535.35134	-1.224515	0.4285191
1535.40134	-1.219631	0.4175314
1535.45134	-1.235502	0.4236357
1535.50134	-1.230619	0.4175314
1535.55134	-1.219631	0.412648
1535.60134	-1.235502	0.4077646
1535.65134	-1.224515	0.412648
1535.70134	-1.224515	0.412648
1535.75134	-1.219631	0.412648
1535.80134	-1.209864	0.412648
1535.85134	-1.214748	0.4016604
1535.90134	-1.219631	0.4016604
1535.95134	-1.224515	0.4175314
1536.00134	-1.219631	0.4175314
1536.05134	-1.224515	0.4175314
1536.10134	-1.235502	0.3967769
1536.15134	-1.230619	0.4077646
1536.20134	-1.219631	0.4016604
1536.25134	-1.235502	0.4077646
1536.30134	-1.240386	0.4016604
1536.35134	-1.235502	0.3918935
1536.40134	-1.230619	0.3967769
1536.45134	-1.230619	0.3967769
1536.50134	-1.240386	0.4016604
1536.55134	-1.235502	0.3809059
1536.60134	-1.230619	0.3967769
1536.65134	-1.235502	0.3809059
1536.70134	-1.230619	0.3857893
1536.75134	-1.230619	0.3809059
1536.80134	-1.230619	0.3760225
